i,j,id,m,pabs,e
44,78,11,0.000511,202.726,202.726
44,80,-11,0.000511,14.8301,14.8301
44,295,-11,0.000511,25.4527,25.4527
45,5,25,124.994,123.153,175.471
45,8,25,124.994,123.814,175.936
45,12,25,124.994,128.178,179.033
45,24,25,124.994,129.393,179.905
45,31,25,124.994,130.371,180.61
45,157,25,124.994,130.202,180.488
45,317,25,124.994,130.171,180.465
45,459,25,124.994,130.129,180.436
45,637,25,124.994,130.213,180.496
45,823,23,25.4331,19.6687,32.1512
45,824,23,93.2216,115.395,148.345
45,836,15,1.77682,80.9838,81.0033
45,837,-15,1.77682,67.3183,67.3418
45,838,-15,1.77682,69.895,69.9176
45,840,15,1.77682,74.7042,74.7253
45,1441,-13,0.10566,15.8393,15.8397
45,1444,11,0.000511,48.5855,48.5855
45,1587,11,0.000511,1.24986,1.24986
45,1588,-11,0.000511,0.191102,0.191102
45,1750,11,0.000511,1.67419,1.67419
45,1751,-11,0.000511,0.252882,0.252883
45,1773,11,0.000511,0.420854,0.420854
45,1774,-11,0.000511,0.349114,0.349114
46,5,25,125,252.595,281.832
46,16,25,125,259.092,287.67
46,20,25,125,261.568,289.902
46,47,25,125,262.264,290.529
46,316,25,125,262.409,290.66
46,706,25,125,262.483,290.727
46,923,23,91.6822,204.223,223.858
46,924,23,29.2834,60.1161,66.869
46,925,13,0.10566,102.194,102.194
46,926,-13,0.10566,121.665,121.665
46,927,-13,0.10566,119.575,119.575
46,929,13,0.10566,102.168,102.168
46,1787,11,0.000511,0.874744,0.874744
46,1788,-11,0.000511,2.05995,2.05995
46,1885,11,0.000511,0.240058,0.240059
46,1886,-11,0.000511,0.0930944,0.0930958
46,1924,11,0.000511,0.167876,0.167877
46,1925,-11,0.000511,1.1716,1.1716
46,2265,11,0.000511,0.586775,0.586775
46,2266,-11,0.000511,2.24764,2.24764
47,5,25,125,88.0049,152.872
47,8,25,125,56.7514,137.28
47,12,25,125,71.319,143.915
47,17,25,125,52.849,135.713
47,514,25,125,52.8804,135.725
47,764,25,125,52.674,135.645
47,998,23,32.5501,15.3368,35.9823
47,999,23,89.8979,43.0234,99.6626
47,1023,11,0.000511,43.4938,43.4938
47,1024,-11,0.000511,56.1689,56.1689
47,1025,-11,0.000511,51.1783,51.1783
47,1027,11,0.000511,43.4938,43.4938
47,1890,11,0.000511,18.0414,18.0414
47,1891,-11,0.000511,30.4514,30.4514
47,1947,11,0.000511,17.4104,17.4104
47,1948,-11,0.000511,1.383,1.383
47,2045,11,0.000511,0.0369957,0.0369992
47,2046,-11,0.000511,0.578331,0.578331
48,5,25,125.001,105.496,163.569
48,8,25,125.001,108.686,165.644
48,21,25,125.001,107.599,164.933
48,62,25,125.001,107.526,164.885
48,119,25,125.001,107.528,164.886
48,288,25,125.001,107.524,164.884
48,387,23,88.9368,62.2037,108.531
48,388,23,23.6116,51.1673,56.3524
48,421,11,0.000511,25.0862,25.0862
48,422,-11,0.000511,31.2662,31.2662
48,423,-11,0.000511,31.2589,31.2589
48,425,11,0.000511,25.0862,25.0862
48,947,11,0.000511,0.0759037,0.0759054
48,948,-11,0.000511,0.538335,0.538335
48,1072,11,0.000511,0.0186737,0.0186807
48,1073,-11,0.000511,0.196333,0.196333
49,5,25,125.001,162.745,205.21
49,8,25,125.001,131.807,181.655
49,12,25,125.001,130.849,180.96
49,39,25,125.001,128.845,179.517
49,47,25,125.001,130.18,180.477
49,70,25,125.001,131.158,181.184
49,102,25,125.001,131.298,181.286
49,210,25,125.001,130.876,180.98
49,386,25,125.001,131.32,181.302
49,498,23,93.8486,74.0414,119.54
49,499,23,18.6788,58.8699,61.7622
49,500,13,0.10566,41.6413,41.6415
49,501,-13,0.10566,77.898,77.898
49,985,11,0.000511,1.03872,1.03872
49,986,-11,0.000511,0.737648,0.737649
49,1041,11,0.000511,1.50982,1.50982
50,5,25,125.001,1110.03,1117.05
50,8,25,125.001,1058.03,1065.39
50,12,25,125.001,1038.45,1045.95
50,20,25,125.001,1041.99,1049.46
50,27,25,125.001,1043.27,1050.74
50,75,25,125.001,1043.58,1051.04
50,204,25,125.001,1043.6,1051.06
50,261,25,125.001,1043.6,1051.06
50,289,25,125.001,1043.71,1051.17
50,749,25,125.001,1043.67,1051.13
50,993,23,19.6171,275.593,276.291
50,994,23,89.555,769.648,774.84
50,995,13,0.10566,199.001,199.001
50,996,-13,0.10566,77.2897,77.2898
50,997,13,0.10566,197.891,197.891
50,999,-13,0.10566,77.1625,77.1626
50,1000,-13,0.10566,77.0993,77.0993
50,1002,13,0.10566,197.891,197.891
50,1003,13,0.10566,197.89,197.89
50,1005,-13,0.10566,77.0993,77.0993
50,1006,13,0.10566,601.245,601.245
50,1007,-13,0.10566,173.595,173.595
50,2079,11,0.000511,1.8393,1.8393
50,2080,-11,0.000511,1.05009,1.05009
51,5,25,125.005,199.724,235.618
51,8,25,125.005,244.425,274.536
51,25,25,125.005,252.448,281.702
51,39,25,125.005,254.43,283.48
51,72,25,125.005,252.59,281.829
51,124,25,125.005,252.499,281.748
51,354,25,125.005,252.497,281.747
51,727,25,125.005,252.484,281.734
51,951,23,15.5672,25.0886,29.5258
51,952,23,79.0453,239.502,252.209
51,953,11,0.000511,11.5737,11.5737
51,954,-11,0.000511,17.9521,17.9521
51,955,-11,0.000511,17.9227,17.9227
51,957,11,0.000511,11.5737,11.5737
51,958,11,0.000511,11.5736,11.5736
51,960,-11,0.000511,17.9227,17.9227
51,1730,11,0.000511,0.266634,0.266634
51,1731,-11,0.000511,0.0521192,0.0521217
51,1736,11,0.000511,43.8822,43.8822
51,1895,11,0.000511,1.7517,1.7517
51,1896,-11,0.000511,0.240506,0.240506
51,2143,11,0.000511,1.85513,1.85513
51,2144,-11,0.000511,6.94985,6.94985
52,5,25,125.002,341.154,363.334
52,8,25,125.002,428.912,446.756
52,12,25,125.002,502.408,517.725
52,28,25,125.002,503.341,518.631
52,83,25,125.002,502.332,517.652
52,364,25,125.002,502.106,517.432
52,485,23,39.1021,210.729,214.326
52,486,23,83.1371,291.482,303.106
52,487,15,1.77682,25.0963,25.1591
52,488,-15,1.77682,189.158,189.167
52,489,13,0.10566,273.564,273.564
52,490,-13,0.10566,29.5423,29.5425
52,491,-13,0.10566,29.5626,29.5628
52,493,13,0.10566,273.535,273.535
52,898,11,0.000511,9.72498,9.72498
52,901,-13,0.10566,31.6181,31.6182
52,1108,11,0.000511,3.15621,3.15621
52,1109,-11,0.000511,18.2583,18.2583
53,5,25,124.995,245.487,275.478
53,8,25,124.995,237.481,268.368
53,35,25,124.995,236.67,267.65
53,70,25,124.995,237.888,268.728
53,157,25,124.995,237.547,268.426
53,725,25,124.995,238.179,268.985
53,946,23,95.9915,221.002,240.949
53,947,23,13.6901,24.4668,28.0364
53,948,11,0.000511,176.333,176.333
53,949,-11,0.000511,64.6163,64.6163
53,950,-11,0.000511,64.6126,64.6126
53,952,11,0.000511,176.333,176.333
53,953,11,0.000511,176.332,176.332
53,955,-11,0.000511,64.6126,64.6126
54,5,25,125,179.015,218.337
54,8,25,125,171.425,212.159
54,12,25,125,178.395,217.829
54,17,25,125,179.882,219.049
54,62,25,125,180.085,219.215
54,97,25,125,180.053,219.189
54,105,25,125,180.034,219.174
54,243,25,125,180.034,219.174
54,328,23,23.1835,31.3852,39.0192
54,329,23,91.6504,155.1,180.155
54,350,13,0.10566,45.1516,45.1517
54,351,-13,0.10566,135.003,135.003
54,799,-11,0.000511,2.9775,2.9775
54,916,11,0.000511,0.0221659,0.0221718
54,917,-11,0.000511,0.0378242,0.0378277
55,5,25,125.001,697.011,708.13
55,8,25,125.001,529.599,544.151
55,12,25,125.001,606.684,619.428
55,17,25,125.001,609.901,622.579
55,29,25,125.001,617.733,630.253
55,42,25,125.001,617.935,630.452
55,55,25,125.001,621.666,634.108
55,454,25,125.001,621.691,634.133
55,586,23,88.8128,550.85,557.964
55,587,23,26.1563,71.5378,76.1696
55,588,15,1.77682,195.272,195.28
55,589,-15,1.77682,362.68,362.684
55,590,-15,1.77682,354.258,354.263
55,592,15,1.77682,195.198,195.206
55,1033,-11,0.000511,64.0345,64.0345
55,1036,13,0.10566,90.2428,90.2429
55,1039,11,0.000511,0.145641,0.145642
55,1040,-11,0.000511,2.32273,2.32273
55,1069,11,0.000511,0.200228,0.200229
55,1070,-11,0.000511,0.111702,0.111703
56,5,25,125,4.73774,125.089
56,8,25,125,7.46116,125.222
56,12,25,125,5.20469,125.108
56,29,25,125,5.47258,125.119
56,48,25,125,5.53045,125.122
56,299,25,125,5.5463,125.123
56,394,23,24.0418,31.1985,39.3872
56,395,23,81.2946,27.2351,85.7354
56,396,11,0.000511,11.1879,11.1879
56,397,-11,0.000511,28.1993,28.1993
56,398,11,0.000511,11.0686,11.0686
56,400,-11,0.000511,28.0528,28.0528
56,401,-11,0.000511,28.0363,28.0363
56,403,11,0.000511,11.0686,11.0686
56,947,11,0.000511,21.6784,21.6784
56,948,-11,0.000511,32.3232,32.3232
57,5,25,125.001,100.133,160.162
57,8,25,125.001,128.668,179.39
57,12,25,125.001,127.481,178.541
57,17,25,125.001,128.789,179.477
57,23,25,125.001,131.49,181.425
57,30,25,125.001,131.082,181.129
57,53,25,125.001,131.211,181.223
57,67,25,125.001,131.588,181.496
57,199,25,125.001,131.71,181.584
57,256,23,26.9219,37.4724,46.1407
57,257,23,89.4203,101.73,135.443
57,258,11,0.000511,41.1313,41.1313
57,259,-11,0.000511,5.00944,5.00944
57,260,11,0.000511,41.1217,41.1217
57,262,-11,0.000511,5.00942,5.00942
57,263,11,0.000511,41.1216,41.1216
57,265,-11,0.000511,5.00942,5.00942
57,628,11,0.000511,6.39984,6.39984
57,629,-11,0.000511,0.671604,0.671604
58,5,25,125.001,317.472,341.194
58,10,25,125.001,315.594,339.447
58,16,25,125.001,314.892,338.795
58,23,25,125.001,313.782,337.764
58,34,25,125.001,313.616,337.609
58,415,25,125.001,313.638,337.63
58,547,23,92.686,219.665,238.418
58,548,23,25.6982,95.8253,99.2113
58,549,11,0.000511,10.8699,10.8699
58,550,-11,0.000511,227.548,227.548
58,551,11,0.000511,10.4827,10.4827
58,553,-11,0.000511,227.548,227.548
58,554,11,0.000511,10.4787,10.4787
58,556,-11,0.000511,227.548,227.548
58,557,13,0.10566,37.7721,37.7723
58,558,-13,0.10566,61.439,61.4391
59,5,25,124.998,229.361,261.211
59,10,25,124.998,227.333,259.432
59,19,25,124.998,226.536,258.733
59,30,25,124.998,227.22,259.333
59,47,25,124.998,227.611,259.675
59,70,25,124.998,227.7,259.753
59,607,25,124.998,227.533,259.607
59,788,23,29.9098,73.8088,79.6388
59,789,23,90.8492,155.354,179.968
59,813,15,1.77682,144.841,144.852
59,814,-15,1.77682,35.0712,35.1162
59,1430,-11,0.000511,10.2838,10.2838
59,1475,11,0.000511,0.0544669,0.0544693
59,1476,-11,0.000511,0.360479,0.360479
59,1480,-11,0.000511,4.92537,4.92537
59,1632,11,0.000511,0.131446,0.131447
59,1633,-11,0.000511,0.612389,0.612389
60,5,25,125.004,167.957,209.37
60,13,25,125.004,170.363,211.305
60,20,25,125.004,172.258,212.835
60,56,25,125.004,171.934,212.573
60,295,25,125.004,171.377,212.123
60,384,23,90.3271,148.621,173.917
60,385,11,0.000511,116.002,116.002
60,386,-11,0.000511,57.9153,57.9153
60,387,-11,0.000511,48.3326,48.3326
60,389,11,0.000511,116.002,116.002
60,390,11,0.000511,115.99,115.99
60,392,-11,0.000511,48.3326,48.3326
60,393,11,0.000511,115.99,115.99
60,395,-11,0.000511,48.3326,48.3326
61,5,25,125.001,1125.8,1132.72
61,8,25,125.001,1118.39,1125.35
61,12,25,125.001,1120.15,1127.1
61,17,25,125.001,1134.01,1140.87
61,52,25,125.001,1134.04,1140.91
61,69,25,125.001,1133.98,1140.85
61,235,25,125.001,1133.98,1140.85
61,266,25,125.001,1133.93,1140.8
61,342,23,91.2461,748.644,754.184
61,343,23,17.9876,386.198,386.616
61,394,15,1.77682,358.282,358.287
61,395,-15,1.77682,28.2738,28.3296
61,753,13,0.10566,98.7276,98.7276
61,806,11,0.000511,1.32653,1.32653
61,807,-11,0.000511,4.5386,4.5386
61,869,11,0.000511,0.0356526,0.0356563
61,870,-11,0.000511,0.0806691,0.0806707
62,5,25,124.997,337.473,359.878
62,10,25,124.997,343.199,365.253
62,16,25,124.997,342.547,364.64
62,23,25,124.997,343.279,365.328
62,678,25,124.997,343.251,365.302
62,886,23,78.7819,226.641,239.943
62,887,23,34.7776,120.438,125.359
62,888,15,1.77682,155.038,155.048
62,889,-15,1.77682,84.8766,84.8952
62,1641,11,0.000511,0.14366,0.143661
62,1642,-11,0.000511,0.521443,0.521444
62,1751,11,0.000511,0.173471,0.173472
62,1752,-11,0.000511,0.239054,0.239055
62,1884,11,0.000511,0.337993,0.337994
62,1885,-11,0.000511,0.494898,0.494898
62,1989,-11,0.000511,7.54511,7.54511
62,2135,11,0.000511,0.0243735,0.0243788
62,2136,-11,0.000511,0.0120753,0.0120861
63,5,25,124.999,130.435,180.661
63,8,25,124.999,109.797,166.374
63,12,25,124.999,90.898,154.555
63,17,25,124.999,102.862,161.881
63,23,25,124.999,113.329,168.726
63,30,25,124.999,118.599,172.31
63,44,25,124.999,120.997,173.968
63,122,25,124.999,120.862,173.875
63,570,25,124.999,121.058,174.011
63,771,23,26.52,37.2963,45.7638
63,772,23,90.727,90.6424,128.248
63,784,11,0.000511,24.4184,24.4184
63,785,-11,0.000511,103.829,103.829
63,786,-11,0.000511,102.379,102.379
63,788,11,0.000511,24.3713,24.3713
63,789,-11,0.000511,102.379,102.379
63,791,11,0.000511,24.3713,24.3713
63,1671,11,0.000511,0.511637,0.511637
63,1672,-11,0.000511,0.0974797,0.097481
63,1776,11,0.000511,209.561,209.561
63,1777,-11,0.000511,295.937,295.937
63,1804,13,0.10566,8.62989,8.63054
63,1948,-13,0.10566,1.65003,1.6534
64,5,25,125,20.9863,126.749
64,8,25,125,45.7834,133.121
64,12,25,125,70.0902,143.309
64,40,25,125,70.7153,143.616
64,85,25,125,71.1101,143.811
64,184,25,125,71.1494,143.83
64,253,25,125,71.162,143.837
64,396,25,125,71.0368,143.775
64,507,23,48.8894,61.3098,78.416
64,508,23,20.3632,62.1056,65.3587
64,509,15,1.77682,19.8694,19.9487
64,510,-15,1.77682,58.4403,58.4673
64,1151,11,0.000511,5.32065,5.32065
65,5,25,125.003,707.051,718.016
65,8,25,125.003,706.956,717.922
65,129,25,125.003,706.998,717.964
65,134,25,125.003,707.032,717.997
65,962,25,125.003,707.035,718
65,1246,23,15.3295,383.412,383.718
65,1247,23,63.598,328.176,334.282
65,1259,11,0.000511,283.402,283.402
65,1260,-11,0.000511,50.8804,50.8804
65,1261,-11,0.000511,50.7184,50.7184
65,1263,11,0.000511,283.378,283.378
65,1264,-11,0.000511,50.5066,50.5066
65,1266,11,0.000511,283.377,283.377
65,2349,11,0.000511,0.271752,0.271752
65,2350,-11,0.000511,0.0184144,0.0184215
65,2392,11,0.000511,0.302162,0.302162
65,2393,-11,0.000511,0.67716,0.67716
66,5,25,124.998,150.971,196.002
66,8,25,124.998,157.568,201.128
66,24,25,124.998,158.645,201.972
66,457,25,124.998,158.381,201.765
66,610,23,30.2231,56.147,63.7646
66,611,23,91.7916,103.046,138.001
66,638,11,0.000511,67.0375,67.0375
66,639,-11,0.000511,70.9631,70.9631
66,1259,11,0.000511,16.8808,16.8808
66,1260,-11,0.000511,12.1837,12.1837
66,1398,11,0.000511,0.197172,0.197173
66,1399,-11,0.000511,0.461131,0.461131
66,1411,11,0.000511,30.4715,30.4715
66,1412,-11,0.000511,19.6353,19.6353
67,5,25,124.991,49.2227,134.334
67,8,25,124.991,76.7029,146.649
67,12,25,124.991,82.3962,149.706
67,17,25,124.991,89.3076,153.618
67,62,25,124.991,88.1044,152.922
67,100,25,124.991,88.136,152.94
67,558,25,124.991,88.2358,152.997
67,735,23,26.232,50.6637,57.0519
67,736,23,18.4964,94.1457,95.9454
67,751,11,0.000511,14.9139,14.9139
67,752,-11,0.000511,81.0316,81.0316
67,753,11,0.000511,14.7267,14.7267
67,755,-11,0.000511,81.0316,81.0316
68,5,25,124.999,89.107,153.508
68,8,25,124.999,135.09,184.049
68,12,25,124.999,127.658,178.665
68,17,25,124.999,131.989,181.785
68,44,25,124.999,134.038,183.278
68,84,25,124.999,135.789,184.563
68,118,25,124.999,133.437,182.839
68,210,25,124.999,133.406,182.816
68,579,25,124.999,133.66,183.002
68,673,25,124.999,133.977,183.234
68,890,23,26.7075,43.5031,51.0471
68,891,23,90.1432,96.6822,132.186
68,894,11,0.000511,95.4115,95.4115
68,895,-11,0.000511,36.7749,36.7749
68,896,11,0.000511,95.4071,95.4071
68,898,-11,0.000511,36.7749,36.7749
68,899,11,0.000511,95.407,95.407
68,901,-11,0.000511,36.7749,36.7749
69,5,25,125.002,53.0566,135.796
69,8,25,125.002,49.7182,134.526
69,12,25,125.002,48.8715,134.216
69,25,25,125.002,51.0001,135.005
69,196,25,125.002,50.7483,134.911
69,366,25,125.002,50.1317,134.68
69,488,23,30.2831,2.37818,30.3764
69,489,23,91.6786,49.7418,104.303
69,490,13,0.10566,15.3662,15.3666
69,491,-13,0.10566,15.0094,15.0098
69,492,-13,0.10566,9.99538,9.99594
69,494,13,0.10566,15.3324,15.3327
69,1370,-11,0.000511,0.700642,0.700642
70,5,25,125.005,236.799,267.768
70,25,25,125.005,237.342,268.248
70,50,25,125.005,237.47,268.362
70,56,25,125.005,235.54,266.656
70,180,25,125.005,235.402,266.534
70,234,23,97.6318,184.401,208.652
70,235,23,22.3834,53.3784,57.8815
70,236,-15,1.77682,98.5802,98.5962
70,238,11,0.000511,143.669,143.669
70,239,-11,0.000511,64.9828,64.9828
70,240,-11,0.000511,64.9758,64.9758
70,242,11,0.000511,143.669,143.669
70,243,13,0.10566,5.78112,5.78209
70,244,-13,0.10566,52.0993,52.0994
70,245,-13,0.10566,52.0947,52.0948
70,247,13,0.10566,5.78112,5.78208
70,248,-13,0.10566,52.0947,52.0948
70,250,13,0.10566,5.78112,5.78208
70,520,11,0.000511,13.4332,13.4332
70,521,-11,0.000511,13.3925,13.3925
70,555,11,0.000511,71.3862,71.3862
70,556,-11,0.000511,0.246564,0.246565
70,578,15,1.77682,12.8603,12.9825
71,5,25,125.003,532.375,546.854
71,8,25,125.003,633.701,645.912
71,15,25,125.003,602.236,615.073
71,24,25,125.003,603.228,616.044
71,374,25,125.003,603.332,616.145
71,516,23,90.9734,531.774,539.5
71,517,23,12.0526,75.6921,76.6457
71,518,15,1.77682,296.104,296.109
71,519,-15,1.77682,243.384,243.39
71,996,11,0.000511,114.036,114.036
71,1026,-11,0.000511,1.03429,1.03429
71,1315,11,0.000511,4.29879,4.29879
71,1316,-11,0.000511,12.1702,12.1702
72,5,25,125,2157.11,2160.73
72,8,25,125,2264.39,2267.84
72,19,25,125,2261.41,2264.86
72,41,25,125,2261.44,2264.89
72,52,25,125,2261.46,2264.91
72,333,25,125,2261.45,2264.91
72,432,23,20.0047,585.151,585.493
72,433,23,91.2787,1676.93,1679.41
72,439,11,0.000511,1594.34,1594.34
72,440,-11,0.000511,85.0719,85.0719
72,441,-11,0.000511,85.0211,85.0211
72,443,11,0.000511,1594.34,1594.34
72,819,11,0.000511,0.0456317,0.0456346
72,820,-11,0.000511,0.883458,0.883458
73,5,25,125.006,1484.66,1489.91
73,8,25,125.006,1760.12,1764.55
73,12,25,125.006,1772.91,1777.31
73,35,25,125.006,1755.1,1759.54
73,67,25,125.006,1753.01,1757.46
73,161,25,125.006,1752.2,1756.65
73,181,25,125.006,1752.21,1756.66
73,232,23,90.4816,1103.09,1106.8
73,233,23,26.7882,649.313,649.866
73,234,15,1.77682,491.312,491.315
73,235,-15,1.77682,615.479,615.482
73,650,11,0.000511,25.553,25.553
73,651,-11,0.000511,4.42601,4.42601
74,5,25,124.999,1.0919,125.004
74,8,25,124.999,29.2926,128.386
74,51,25,124.999,30.5212,128.672
74,131,25,124.999,32.2612,129.095
74,170,25,124.999,33.8259,129.495
74,213,25,124.999,32.9025,129.257
74,277,25,124.999,33.4555,129.399
74,371,25,124.999,34.1691,129.585
74,401,25,124.999,34.4922,129.671
74,819,25,124.999,34.3209,129.626
74,1066,23,89.1858,27.8813,93.4424
74,1067,23,16.669,32.1149,36.1831
74,1068,13,0.10566,50.5611,50.5612
74,1069,-13,0.10566,42.8811,42.8812
74,2108,11,0.000511,0.00412546,0.00415698
74,2109,-11,0.000511,0.0839649,0.0839665
74,2179,11,0.000511,27.9266,27.9266
74,2180,-11,0.000511,24.6942,24.6942
75,5,25,125.069,42.3561,132.047
75,8,25,125.069,85.3666,151.426
75,12,25,125.069,65.8136,141.328
75,17,25,125.069,81.9718,149.538
75,41,25,125.069,81.6373,149.355
75,102,25,125.069,81.5203,149.291
75,334,25,125.069,81.8765,149.486
75,438,23,91.8607,43.0811,101.461
75,439,23,25.7451,40.541,48.0248
75,457,13,0.10566,35.9296,35.9298
75,458,-13,0.10566,12.0945,12.095
75,875,11,0.000511,0.0555475,0.0555498
75,876,-11,0.000511,0.0665775,0.0665795
76,5,25,125.031,44.1681,132.603
76,8,25,125.031,60.149,138.747
76,12,25,125.031,79.5338,148.184
76,17,25,125.031,79.444,148.136
76,23,25,125.031,68.9882,142.801
76,30,25,125.031,67.3891,142.036
76,38,25,125.031,65.4234,141.113
76,61,25,125.031,64.9559,140.897
76,145,25,125.031,65.1077,140.967
76,399,25,125.031,65.1821,141.002
76,516,23,94.883,65.3122,115.189
76,517,23,25.7932,1.00982,25.8129
76,518,15,1.77682,46.8222,46.8559
76,519,-15,1.77682,68.3098,68.3329
76,520,-15,1.77682,68.2928,68.316
76,522,15,1.77682,46.8218,46.8555
76,523,-15,1.77682,68.2925,68.3156
76,525,15,1.77682,46.8218,46.8555
76,1151,11,0.000511,1.75811,1.75811
76,1152,-11,0.000511,1.38826,1.38826
77,5,25,124.997,1028.31,1035.88
77,8,25,124.997,1091.61,1098.74
77,12,25,124.997,1129.63,1136.53
77,17,25,124.997,1081.76,1088.95
77,23,25,124.997,1079.93,1087.14
77,33,25,124.997,1080,1087.21
77,66,25,124.997,1080.02,1087.23
77,139,25,124.997,1080.02,1087.23
77,179,23,20.1074,490.419,490.831
77,180,23,89.4343,589.658,596.402
77,181,15,1.77682,203.716,203.724
77,182,-15,1.77682,287.101,287.107
77,554,11,0.000511,0.0396317,0.039635
77,555,-11,0.000511,0.0258595,0.0258645
78,5,25,125,179.158,218.455
78,8,25,125,181.906,220.714
78,12,25,125,181.89,220.701
78,17,25,125,183.145,221.737
78,379,25,125,183.256,221.829
78,512,23,90.3045,132.874,160.656
78,513,15,1.77682,63.5725,63.5973
78,514,-15,1.77682,97.0429,97.0591
78,515,-15,1.77682,97.0394,97.0556
78,517,15,1.77682,63.5725,63.5973
78,999,11,0.000511,0.0169551,0.0169628
78,1000,-11,0.000511,0.0220396,0.0220456
78,1149,-11,0.000511,1.27017,1.27017
79,5,25,124.999,73.7132,145.115
79,9,25,124.999,64.7183,140.759
79,40,25,124.999,63.8603,140.367
79,46,25,124.999,63.5988,140.248
79,606,25,124.999,63.6939,140.291
79,811,23,92.6118,71.2697,116.86
79,812,23,15.832,17.273,23.4309
79,880,13,0.10566,9.1547,9.15531
79,881,-13,0.10566,14.2752,14.2756
79,1688,11,0.000511,2.24933,2.24933
79,1689,-11,0.000511,0.401763,0.401763
79,1723,-13,0.10566,12.1842,12.1847
79,1878,11,0.000511,0.220591,0.220592
79,1879,-11,0.000511,0.200947,0.200948
79,1961,11,0.000511,0.0586746,0.0586769
79,1962,-11,0.000511,0.0579833,0.0579855
80,5,25,125.001,278.379,305.156
80,8,25,125.001,287.964,313.924
80,16,25,125.001,286.707,312.772
80,21,25,125.001,286.499,312.581
80,72,25,125.001,285.732,311.878
80,95,23,30.5729,48.532,57.359
80,96,23,83.1574,240.551,254.519
80,97,11,0.000511,25.8573,25.8573
80,98,-11,0.000511,31.5018,31.5018
80,99,11,0.000511,25.5518,25.5518
80,101,-11,0.000511,31.5018,31.5018
80,102,-11,0.000511,31.4987,31.4987
80,104,11,0.000511,25.5518,25.5518
81,5,25,125.002,571.397,584.91
81,8,25,125.002,541.346,555.591
81,21,25,125.002,544.922,559.075
81,70,25,125.002,545.356,559.498
81,76,25,125.002,546.113,560.236
81,119,25,125.002,546.161,560.284
81,337,25,125.002,546.184,560.305
81,451,23,88.5891,397.297,407.054
81,452,23,18.8332,152.089,153.251
81,453,11,0.000511,330.163,330.163
81,454,-11,0.000511,76.8909,76.8909
81,455,11,0.000511,329.956,329.956
81,457,-11,0.000511,76.8909,76.8909
81,916,13,0.10566,1.44485,1.44871
81,921,-13,0.10566,13.5056,13.506
81,1104,11,0.000511,0.229947,0.229947
81,1105,-11,0.000511,0.0863053,0.0863068
81,1131,11,0.000511,9.02471,9.02471
82,5,25,124.998,158.981,202.236
