i,j,id,m,px,py,pz
193,678,-13,0.10566,-16.5669,10.7996,217.679
193,1292,11,0.000511,0.0329731,-0.168854,-1.95722
193,1293,-11,0.000511,0.0598868,-0.244485,-3.2641
193,1434,11,0.000511,-0.21594,-0.112415,-11.6951
193,1435,-11,0.000511,-0.279817,-0.110426,-12.4711
193,1564,11,0.000511,-0.0244992,-0.0264751,-4.508
193,1565,-11,0.000511,-0.0924488,-0.0967177,-16.5025
193,1585,11,0.000511,-0.0091663,0.00854775,-0.141433
193,1586,-11,0.000511,-0.00214189,0.00113513,-0.0229184
194,849,13,0.10566,34.7339,22.0811,-1.83687
194,850,-13,0.10566,-32.022,-5.8179,31.4862
194,1567,13,0.10566,0.659541,-0.985648,157.29
194,1568,-13,0.10566,0.662693,-1.22723,88.3267
195,133,13,0.10566,11.4707,5.59881,-42.0645
195,134,-13,0.10566,1.90622,-17.8649,-24.0034
195,581,11,0.000511,0.057654,0.0195277,-2.25009
195,582,-11,0.000511,0.0239034,0.00793539,-0.931779
195,606,13,0.10566,0.118166,-0.276932,5.64073
196,549,13,0.10566,-12.3074,9.91403,74.6531
196,550,-13,0.10566,-1.18089,-3.87154,109.367
196,551,11,0.000511,-45.7386,-98.1599,970.928
196,552,-11,0.000511,9.16389,16.3662,255.141
196,1229,11,0.000511,0.0640695,0.0745692,-9.4541
196,1230,-11,0.000511,0.00508226,0.0385155,-4.77506
197,198,15,1.77682,19.8731,10.2787,22.7413
197,199,-15,1.77682,10.5863,3.80069,25.8944
198,928,13,0.10566,9.62949,-48.8811,-32.7862
198,929,-13,0.10566,9.56095,24.7064,-4.73097
198,1774,11,0.000511,0.039646,-0.0583218,-0.136856
198,1775,-11,0.000511,0.0805209,-0.117351,-0.278587
198,1872,11,0.000511,0.0282385,0.233486,-4.90983
198,1873,-11,0.000511,0.0913133,0.690195,-14.5517
198,2024,11,0.000511,-0.014457,-0.0587833,-0.207258
198,2025,-11,0.000511,-0.021014,-0.0808902,-0.29515
198,2118,-11,0.000511,-1.09776,0.0391505,69.422
198,2194,11,0.000511,0.0143743,0.0168945,-0.0601956
198,2195,-11,0.000511,0.0377712,0.0478182,-0.186564
199,671,15,1.77682,22.679,-9.4606,323.654
199,672,-15,1.77682,-9.26011,7.45778,136.545
199,1275,13,0.10566,11.0287,-4.01564,152.201
199,1555,-11,0.000511,-0.0730144,0.088116,1.97719
200,939,13,0.10566,19.1579,36.912,-249.141
200,940,-13,0.10566,-34.9885,-37.2211,-421.181
200,941,-13,0.10566,-34.9875,-37.2202,-421.169
200,943,13,0.10566,19.1579,36.912,-249.141
200,2031,11,0.000511,-0.00899818,0.00129853,0.374723
200,2032,-11,0.000511,-0.480589,0.0852809,8.93226
200,2055,11,0.000511,0.0573092,0.0718199,2.03501
200,2056,-11,0.000511,0.0427565,0.0442377,1.3619
201,1183,13,0.10566,-47.4335,18.7587,-148.999
201,1184,-13,0.10566,37.3258,16.7833,-262.273
201,1185,13,0.10566,-47.3832,18.7272,-148.963
201,1187,-13,0.10566,37.3195,16.7805,-262.229
201,1188,13,0.10566,-47.379,18.7257,-148.95
201,1190,-13,0.10566,37.3195,16.7805,-262.229
201,2212,11,0.000511,0.000635809,0.0269033,-0.0394755
201,2213,-11,0.000511,-0.00151559,0.0108943,0.00353947
201,2592,11,0.000511,-0.00894798,0.00438174,0.351698
201,2593,-11,0.000511,-0.036323,0.0266385,1.59778
202,92,13,0.10566,-1.2602,5.58872,-25.8233
202,93,-13,0.10566,-3.52969,6.63626,2.8132
202,367,11,0.000511,0.01503,-0.0182834,-0.898072
202,368,-11,0.000511,0.0652456,-0.0867522,-5.5557
203,473,11,0.000511,7.98808,3.71836,0.846068
203,474,-11,0.000511,-17.3355,-22.2608,-7.20005
203,475,-11,0.000511,-17.3354,-22.2608,-7.20002
203,477,11,0.000511,7.98806,3.71835,0.846067
203,478,11,0.000511,7.98749,3.71809,0.846007
203,480,-11,0.000511,-17.3354,-22.2608,-7.20002
203,846,-13,0.10566,1.39044,0.128698,-35.1043
203,873,13,0.10566,-0.433731,-0.640362,-50.4793
203,1062,11,0.000511,0.0926512,-0.00876878,-3.41676
203,1063,-11,0.000511,0.165272,-0.00960802,-6.30328
204,827,11,0.000511,-0.6533,-3.45469,-1.11002
204,828,-11,0.000511,10.2246,16.9431,97.8497
204,829,-11,0.000511,9.10929,15.083,87.154
204,831,11,0.000511,-0.6533,-3.45469,-1.11001
204,1584,11,0.000511,-0.00215772,0.0373285,16.4022
204,1585,-11,0.000511,-0.0104302,-0.00932042,9.51594
204,1629,11,0.000511,0.0536803,0.00291199,9.9013
204,1630,-11,0.000511,0.00191858,-0.000648137,1.01769
204,1642,11,0.000511,-0.032487,0.192698,6.51867
204,1643,-11,0.000511,-0.0341737,0.199696,6.59368
205,519,13,0.10566,-1.13732,-13.715,10.5006
205,520,-13,0.10566,103.021,29.9916,-103.712
205,1060,11,0.000511,-0.00689765,0.00526125,-0.0100479
205,1061,-11,0.000511,-0.000768487,0.00126598,-0.00122034
205,1178,11,0.000511,-0.00250629,-0.200901,-2.1884
205,1179,-11,0.000511,-0.000640047,-0.000660338,-0.0136811
205,1199,11,0.000511,-0.0456498,0.0102055,-0.0189314
205,1200,-11,0.000511,0.00286551,0.0494658,0.0140298
206,149,11,0.000511,26.8529,11.2368,-891.944
206,150,-11,0.000511,-39.8072,30.6299,-338.045
206,485,11,0.000511,-0.0162999,0.00269501,-12.5575
206,486,-11,0.000511,-0.0378414,0.00455927,-37.0858
207,1470,15,1.77682,-6.42075,-10.2077,-6.57691
207,1471,-15,1.77682,3.50736,-8.91623,58.6944
207,1472,-15,1.77682,3.49592,-8.88099,58.5078
207,1474,15,1.77682,-6.42068,-10.2076,-6.57684
207,2560,13,0.10566,-0.678586,-1.07516,-0.317381
207,2862,11,0.000511,0.00869635,0.00836839,0.00969938
207,2863,-11,0.000511,0.0374292,0.034994,0.0410841
207,3126,11,0.000511,0.683233,-0.927366,0.0794091
207,3137,-13,0.10566,0.102692,-0.240598,0.288836
207,3188,11,0.000511,0.493752,0.934962,22.1189
207,3199,11,0.000511,0.0141035,0.111701,-0.597427
207,3200,-11,0.000511,0.00257889,0.0126056,-0.0700158
207,3327,-13,0.10566,0.0934173,-0.107234,1.03989
207,3354,-15,1.77682,-3.1196,3.5443,-1.06074
208,578,13,0.10566,-20.755,-17.6639,-48.0475
208,579,-13,0.10566,79.3604,25.634,-124.926
208,1323,11,0.000511,0.0045695,0.0167878,0.165316
208,1324,-11,0.000511,0.00227089,0.0195648,0.333103
209,361,13,0.10566,43.5244,-14.6949,-43.2366
209,362,-13,0.10566,0.254886,-9.65004,-2.48626
209,886,11,0.000511,0.166949,0.160708,-0.979164
209,887,-11,0.000511,0.226965,0.218203,-1.32631
209,917,11,0.000511,0.0582255,-0.00116963,-3.19529
209,918,-11,0.000511,0.236727,-0.00142332,-13.3935
210,654,13,0.10566,-8.53218,-6.89629,22.3874
210,655,-13,0.10566,-0.482007,8.48722,-6.40284
210,656,-13,0.10566,-0.48189,8.48587,-6.40264
210,658,13,0.10566,-8.53214,-6.89626,22.3873
210,1138,11,0.000511,-0.419176,0.30352,0.835874
211,636,13,0.10566,16.093,11.5763,17.8212
211,637,-13,0.10566,8.91902,28.3612,55.9746
211,1438,11,0.000511,-0.0143476,-0.0321378,0.00117492
211,1439,-11,0.000511,-0.0363833,0.00540905,0.00521915
211,1544,11,0.000511,0.0176248,0.171561,4.76661
211,1545,-11,0.000511,0.00821165,0.0837222,2.33192
212,1264,11,0.000511,-5.42988,5.91571,-25.3247
212,1265,-11,0.000511,11.5454,-0.460074,-85.6526
212,1266,11,0.000511,-5.426,5.91243,-25.2998
212,1268,-11,0.000511,11.5449,-0.460055,-85.6491
212,1269,11,0.000511,-5.42594,5.91235,-25.2994
212,1271,-11,0.000511,11.5449,-0.460055,-85.6491
212,2470,11,0.000511,-0.00525778,-0.00660809,-0.0395774
212,2471,-11,0.000511,0.259747,0.035185,-0.102796
212,2571,11,0.000511,0.164359,-0.249928,71.7894
212,2572,-11,0.000511,0.0561323,-0.0842748,24.27
212,2893,11,0.000511,-1.06361,-0.430637,-1.36338
212,2952,11,0.000511,0.00747226,0.00616374,0.0205227
212,2953,-11,0.000511,0.024723,-0.0062879,0.0595849
213,122,13,0.10566,-2.23101,-47.1672,-22.8327
213,123,-13,0.10566,-1.93497,-1.05113,-16.8103
213,124,-13,0.10566,-1.85024,-0.972318,-15.7994
213,126,13,0.10566,-2.23096,-47.166,-22.8321
213,399,-11,0.000511,-0.0826125,2.22907,-39.0573
213,465,-13,0.10566,2.35115,-8.42125,-17.1173
214,296,13,0.10566,-1.00355,39.7894,-2.84568
214,297,-13,0.10566,13.0439,-6.04882,4.03315
214,298,-13,0.10566,12.9764,-6.0421,4.02502
214,300,13,0.10566,-1.00345,39.7854,-2.84539
214,301,-13,0.10566,12.9724,-6.03976,4.02457
214,303,13,0.10566,-1.00345,39.7853,-2.84539
214,304,13,0.10566,-1.00355,39.7847,-2.84531
214,306,-13,0.10566,12.9724,-6.03976,4.02456
214,843,11,0.000511,-0.0023016,0.00463374,-0.203141
214,844,-11,0.000511,0.070719,-0.0807133,-0.429085
215,841,15,1.77682,28.3636,8.40353,186.405
215,842,-15,1.77682,6.22727,16.5523,181.607
215,1544,-11,0.000511,2.94137,7.58981,86.5596
215,1891,-13,0.10566,0.0885665,0.0818865,-0.251267
216,808,13,0.10566,-9.46563,4.55544,-1.34872
216,809,-13,0.10566,1.51704,4.80088,-20.2019
216,1510,11,0.000511,0.286091,-1.3448,-1.61391
216,1511,-11,0.000511,0.1665,-0.746315,-0.917915
216,1572,13,0.10566,0.0296987,0.140893,-0.0661414
217,326,11,0.000511,31.2875,21.8352,21.4826
217,327,-11,0.000511,-13.1764,-55.5908,-5.84544
217,328,-11,0.000511,-2.80102,-7.35359,2.29201
217,330,11,0.000511,30.9636,21.6092,21.2602
217,331,-11,0.000511,-2.03935,-5.36461,1.68578
217,333,11,0.000511,30.9636,21.6091,21.2601
217,334,-11,0.000511,-1.99801,-5.25635,1.65177
217,336,11,0.000511,30.9636,21.6091,21.2601
217,337,-11,0.000511,-1.99801,-5.25635,1.65177
217,339,11,0.000511,30.9636,21.6091,21.2601
217,340,11,0.000511,30.9636,21.6091,21.2601
217,342,-11,0.000511,-1.99801,-5.25635,1.65177
217,343,13,0.10566,-12.4152,-1.37569,8.64286
217,344,-13,0.10566,-10.7382,8.80705,4.88276
217,792,11,0.000511,0.00243581,0.0359774,-6.99878
217,793,-11,0.000511,0.00133033,0.0147195,-2.00842
218,513,15,1.77682,84.4546,44.2024,-175.292
218,514,-15,1.77682,103.423,93.8516,-96.9173
218,964,11,0.000511,39.5073,21.272,-81.823
218,967,-11,0.000511,4.10093,3.56456,-3.51104
218,1146,11,0.000511,0.0377581,0.0290368,-17.2947
218,1147,-11,0.000511,0.0111195,0.0761955,-10.8429
218,1160,-15,1.77682,0.496808,0.263351,-4.92121
218,1172,11,0.000511,-0.0659244,-0.14596,-0.313066
218,1173,-11,0.000511,-0.0590229,-0.134004,-0.284654
219,198,13,0.10566,-28.4291,-0.242707,-32.0554
219,200,13,0.10566,-28.4291,-0.242707,-32.0554
219,220,11,0.000511,-7.5033,13.4107,0.884314
219,221,-11,0.000511,-4.02067,17.3776,-142.302
220,363,11,0.000511,-10.8052,-4.34533,18.0413
220,364,-11,0.000511,2.59369,49.3023,133.402
220,365,-11,0.000511,2.55389,48.5483,131.361
220,367,11,0.000511,-10.8052,-4.34533,18.0413
220,849,11,0.000511,-0.0593053,-0.0460396,2.0696
220,850,-11,0.000511,-0.0770047,-0.0614546,2.85631
221,272,11,0.000511,19.208,3.44714,-6.08514
221,273,-11,0.000511,-15.8255,5.88087,-5.28439
221,274,11,0.000511,18.6432,3.34478,-5.90762
221,276,-11,0.000511,-15.8255,5.88087,-5.28439
221,277,11,0.000511,18.5594,3.32982,-5.88148
221,279,-11,0.000511,-15.8255,5.88087,-5.28439
222,498,15,1.77682,-27.1222,-1.98682,-78.6427
222,499,-15,1.77682,4.14774,2.51418,7.19732
222,1137,-11,0.000511,0.549465,-0.569895,-0.634462
223,197,15,1.77682,8.24521,2.6113,4.31491
223,198,-15,1.77682,-8.89792,26.574,7.56642
223,432,11,0.000511,0.0113693,-0.0278697,-2.76241
223,433,-11,0.000511,0.0104929,-0.0112447,-2.08883
224,803,13,0.10566,4.59287,-2.13469,-1.92475
224,804,-13,0.10566,9.75773,18.7415,-37.6707
224,1778,11,0.000511,0.0406852,-0.0215011,-0.549971
224,1779,-11,0.000511,0.0546166,-0.0153702,-2.46575
224,1857,13,0.10566,36.3231,30.8679,-55.3812
224,1946,11,0.000511,-0.221256,-0.0296672,-0.319386
224,1947,-11,0.000511,-0.201651,-0.0250214,-0.285273
225,684,15,1.77682,4.64558,-2.34754,-7.41809
225,685,-15,1.77682,-10.053,3.04865,-20.5845
225,1131,-13,0.10566,-6.17845,2.33918,-11.2888
225,1224,-11,0.000511,1.07351,-0.34934,-6.25741
225,1376,13,0.10566,0.0547134,0.189032,69.6492
226,206,13,0.10566,29.6914,-15.5813,-54.0184
226,207,-13,0.10566,-5.37349,-9.4747,-24.4153
226,419,11,0.000511,-12.7188,-3.2083,-15.382
227,187,13,0.10566,42.9701,6.6051,-4.10629
227,188,-13,0.10566,66.694,27.183,-8.33309
227,664,11,0.000511,-0.0494951,0.0857095,-35.0048
227,665,-11,0.000511,-0.0995908,0.130425,-40.3832
228,742,11,0.000511,-7.61763,19.094,-0.99933
228,743,-11,0.000511,-6.16271,-22.2445,28.4501
228,1442,11,0.000511,0.372768,0.787662,-9.26021
228,1443,-11,0.000511,0.003409,0.00425307,-0.0563553
228,1626,11,0.000511,0.177096,-0.0495503,18.756
228,1627,-11,0.000511,0.304397,-0.0811046,33.0294
229,183,11,0.000511,-1.43431,25.1106,43.1648
229,184,-11,0.000511,-11.6032,1.64356,43.8903
229,185,-11,0.000511,-8.12431,1.16036,30.758
229,187,11,0.000511,-1.43431,25.1106,43.1648
229,188,11,0.000511,-1.10167,19.4183,33.3667
229,190,-11,0.000511,-8.1243,1.16036,30.758
229,191,11,0.000511,-1.10167,19.4183,33.3666
229,193,-11,0.000511,-8.1243,1.16036,30.758
229,194,-11,0.000511,-8.12409,1.16033,30.7572
229,196,11,0.000511,-1.10167,19.4183,33.3666
229,197,15,1.77682,32.1071,20.4274,56.1684
229,198,-15,1.77682,-31.5228,2.48101,261.587
229,199,15,1.77682,31.971,20.7004,56.4676
229,201,-15,1.77682,-31.3881,2.47048,260.47
229,403,11,0.000511,8.14723,5.23046,13.2008
229,458,11,0.000511,-0.0196412,-0.0147532,0.254182
229,459,-11,0.000511,-0.00528435,-0.00886545,0.174724
230,228,13,0.10566,56.5017,3.26694,-95.4504
230,229,-13,0.10566,-35.1021,-0.184616,-91.5894
230,230,-13,0.10566,-35.1019,-0.184522,-91.5886
230,232,13,0.10566,56.5017,3.26694,-95.4504
230,539,11,0.000511,0.0861406,-0.0195889,-0.0715407
230,540,-11,0.000511,0.00632944,0.000369557,-0.00562124
230,551,-11,0.000511,0.15605,0.175098,0.482419
230,558,13,0.10566,0.249377,0.927862,10.8218
231,370,15,1.77682,-17.4113,20.1583,134.755
231,371,-15,1.77682,10.6848,6.03452,3.38181
231,372,-15,1.77682,10.6652,6.01471,3.37506
231,374,15,1.77682,-17.4111,20.158,134.754
231,760,-13,0.10566,1.53668,0.752631,0.193316
231,816,11,0.000511,-0.0477197,0.198538,-4.24327
231,817,-11,0.000511,-0.0401557,0.180043,-4.03266
232,1056,11,0.000511,40.0133,10.5665,371.041
232,1057,-11,0.000511,-39.0746,34.4506,191.85
232,1058,-11,0.000511,-38.7605,34.1738,190.309
232,1060,11,0.000511,40.0133,10.5665,371.041
232,1061,11,0.000511,39.6248,10.464,367.439
232,1063,-11,0.000511,-38.7605,34.1738,190.309
232,1064,-11,0.000511,-38.7604,34.1738,190.309
232,1066,11,0.000511,39.6248,10.464,367.439
232,1853,13,0.10566,-0.648901,0.518793,-4.75444
232,2324,11,0.000511,-0.0166192,0.0281734,-1.01283
232,2325,-11,0.000511,-0.0818788,0.136346,-4.5284
232,2347,11,0.000511,-0.944619,0.0787971,1.92557
232,2348,-11,0.000511,-1.42622,0.114707,2.91321
233,725,13,0.10566,53.1758,-13.768,30.4046
233,726,-13,0.10566,-7.87152,12.591,103.754
233,727,13,0.10566,53.1178,-13.7508,30.3712
233,729,-13,0.10566,-7.87152,12.591,103.754
233,1633,11,0.000511,5.75539,-3.05745,4.62659
233,1687,11,0.000511,0.0461882,0.0316735,0.0576395
233,1688,-11,0.000511,0.00732317,0.00476575,0.00925129
234,704,15,1.77682,-17.1323,-7.11226,-98.5957
234,705,-15,1.77682,-0.293456,24.9034,12.3579
234,706,15,1.77682,-14.7879,-4.94309,-86.8526
234,708,-15,1.77682,-0.2929,24.854,12.3333
234,1272,-13,0.10566,-0.593894,23.4689,11.5337
234,1343,-15,1.77682,-1.58902,-0.184578,-18.8261
234,1575,-13,0.10566,0.078957,0.324021,-1.52273
234,1643,11,0.000511,-0.29636,1.04498,0.0386691
235,188,11,0.000511,55.4203,13.1349,35.8928
235,189,-11,0.000511,-17.5029,-39.0294,58.8638
235,190,11,0.000511,33.8972,7.17101,21.0595
235,192,-11,0.000511,-17.4932,-39.0077,58.8311
235,193,11,0.000511,33.8971,7.171,21.0595
235,195,-11,0.000511,-17.4932,-39.0077,58.8311
235,442,11,0.000511,0.00397319,0.101657,0.0842802
235,443,-11,0.000511,0.0027754,0.0575707,0.0498722
235,500,11,0.000511,-0.0278035,-0.000296178,0.0462006
235,501,-11,0.000511,-0.105964,-0.017905,0.162385
235,516,-13,0.10566,-0.142023,-1.37167,-3.54539
235,530,13,0.10566,0.186682,-0.202794,0.0272645
236,846,11,0.000511,-3.58641,-3.90596,7.59501
236,847,-11,0.000511,-11.1353,27.9928,32.3338
236,1570,11,0.000511,0.0522504,0.0133242,-0.0251078
236,1571,-11,0.000511,0.0374705,0.0103007,-0.0171169
236,1630,11,0.000511,-0.058927,-0.110907,-1.97087
236,1631,-11,0.000511,-0.0409257,-0.0533236,-1.15014
237,601,11,0.000511,28.9728,39.7051,-36.9579
237,602,-11,0.000511,-20.7901,-12.3186,-6.09469
237,603,-11,0.000511,-20.7879,-12.3175,-6.09432
237,605,11,0.000511,28.9728,39.7051,-36.9579
237,1140,11,0.000511,-0.0484912,0.0225773,-0.201026
237,1141,-11,0.000511,-0.0638558,0.0640674,-0.64223
237,1182,11,0.000511,-0.00369082,0.00661509,0.239345
237,1183,-11,0.000511,0.123153,0.19206,4.00153
237,1305,11,0.000511,-0.0313975,0.0527558,2.09968
237,1306,-11,0.000511,-0.0437168,0.0737677,2.93729
238,323,13,0.10566,28.7962,8.10324,403.173
238,324,-13,0.10566,-24.3335,-23.4102,69.9305
238,711,11,0.000511,-0.0772365,-0.0334199,0.0900399
238,712,-11,0.000511,-0.034591,-0.0151336,0.0386778
239,254,15,1.77682,14.8551,-2.4011,28.0431
239,255,-15,1.77682,-13.9628,9.86051,29.395
239,568,11,0.000511,-0.0120003,0.00292796,-0.323281
239,569,-11,0.000511,-0.0384618,0.0126715,-1.01814
239,690,11,0.000511,0.52736,-5.69562,1.78556
240,656,15,1.77682,13.6041,29.9273,-1.95321
240,657,-15,1.77682,-63.1764,-32.2526,-7.21762
240,1179,13,0.10566,3.19022,7.75056,-0.699868
240,1481,11,0.000511,-0.0416564,-0.0376201,-6.8476
240,1482,-11,0.000511,-0.0250196,-0.0224754,-4.19246
241,523,15,1.77682,-33.8635,23.0554,21.3194
241,524,-15,1.77682,2.50662,-2.74632,164.881
242,663,13,0.10566,-58.3171,49.1025,-608.097
242,664,-13,0.10566,30.252,0.953987,-171.388
242,1394,11,0.000511,-0.0466179,-0.134258,-7.6398
242,1395,-11,0.000511,-0.05883,-0.165311,-9.37029
242,1545,11,0.000511,-0.00723554,-0.0143935,-0.0252949
242,1546,-11,0.000511,-0.00884662,-0.0177351,-0.0303591
243,610,15,1.77682,1.0489,-25.7712,19.8042
243,611,-15,1.77682,2.41794,-2.48105,-1.68726
243,1283,11,0.000511,-0.0077513,-7.35366e-05,-0.194171
243,1284,-11,0.000511,-0.0679003,-0.0163634,-0.674185
243,1286,11,0.000511,-0.00387839,-0.0445543,-0.259158
243,1287,-11,0.000511,-0.00974162,-0.284821,-1.69304
243,1335,11,0.000511,0.0312465,0.0317429,9.97894
243,1336,-11,0.000511,0.0144666,0.0146112,4.64587
244,1211,11,0.000511,12.7544,-5.10334,3.28897
244,1212,-11,0.000511,-16.5468,-13.2604,-4.47291
244,1213,11,0.000511,12.3654,-4.94357,3.17162
244,1215,-11,0.000511,-16.5466,-13.2603,-4.47286
244,1998,11,0.000511,-0.0139277,-0.000974772,-0.517183
244,1999,-11,0.000511,-0.000144908,0.000643014,-0.0147024
244,2065,11,0.000511,0.357558,-0.0926631,-0.834627
244,2066,-11,0.000511,2.01714,-0.649824,-4.73265
244,2094,11,0.000511,-0.145719,-0.0777313,-0.251722
244,2095,-11,0.000511,-0.25706,-0.114665,-0.647731
244,2233,11,0.000511,0.0122573,-0.00370319,0.00326031
244,2234,-11,0.000511,0.0355591,0.00817664,-0.0104532
244,2305,11,0.000511,-0.0762774,-0.189858,-4.21719
244,2320,-11,0.000511,0.271392,0.495218,-111.319
244,2409,11,0.000511,-0.000633681,-0.0179551,0.0166213
244,2410,-11,0.000511,-0.00122687,-0.0348462,0.00143452
245,916,13,0.10566,-22.6766,-117.524,-149.612
245,917,-13,0.10566,-1.15082,-129.332,-143.737
245,918,-13,0.10566,-1.09056,-128.602,-142.931
245,920,13,0.10566,-22.6268,-117.266,-149.284
245,1810,11,0.000511,-0.070011,0.358286,1.73317
245,1811,-11,0.000511,-0.435711,2.21467,10.6803
245,2185,11,0.000511,-0.0451702,0.15109,34.3852
245,2186,-11,0.000511,-0.00557088,0.0182851,4.14559
246,173,11,0.000511,-4.12823,-14.5894,51.6088
246,174,-11,0.000511,-12.746,6.58977,9.98245
247,595,11,0.000511,-10.7763,-1.95343,141.497
247,596,-11,0.000511,-3.89031,-17.4584,62.8851
247,1362,11,0.000511,0.0505279,-0.0612428,0.114145
247,1363,-11,0.000511,0.00171396,-0.00163184,0.0627332
248,530,11,0.000511,30.1006,-1.51533,728.637
248,531,-11,0.000511,7.9,14.6605,111.851
248,1309,11,0.000511,0.00110103,0.00640512,0.00184985
248,1310,-11,0.000511,0.0419604,0.0808159,0.020161
249,305,11,0.000511,49.6319,-12.1886,-94.5488
249,306,-11,0.000511,-34.8859,-1.05781,-155.135
249,608,-13,0.10566,-1.29457,-1.0258,-16.7986
249,733,11,0.000511,0.303792,-0.242487,-3.58425
249,734,-11,0.000511,0.469195,-0.342617,-5.59819
249,762,11,0.000511,-0.149198,-1.21619,-5.18649
249,785,11,0.000511,-0.00356851,0.00299281,58.269
249,786,-11,0.000511,-0.00660847,0.00485013,99.3507
249,838,11,0.000511,-0.000383166,-0.00237875,0.0861723
249,839,-11,0.000511,0.0404721,-0.0181502,5.00652
250,1246,13,0.10566,2.32234,-18.4768,7.0091
250,1247,-13,0.10566,-19.883,-3.25938,50.7919
250,2429,11,0.000511,0.183728,-0.179455,-31.2342
250,2430,-11,0.000511,0.0208456,-0.0332846,-3.42929
250,2573,11,0.000511,0.0017743,0.000496154,-0.0103381
250,2574,-11,0.000511,0.0487627,-0.0115455,-0.162242
250,2676,11,0.000511,-0.198548,0.192529,0.468251
250,2677,-11,0.000511,-0.323444,0.325831,0.77679
250,2679,11,0.000511,0.0160701,0.0241823,-0.0163405
250,2680,-11,0.000511,0.0140594,0.0236588,-0.0135939
250,2716,11,0.000511,0.974079,-0.908773,-2.58726
251,872,13,0.10566,-0.526966,10.4816,-62.4224
251,873,-13,0.10566,34.5453,-0.229508,24.5103
251,874,-13,0.10566,15.0968,0.619787,7.77012
251,876,13,0.10566,-0.525416,10.4508,-62.2388
251,877,15,1.77682,-4.56379,-11.2806,-16.8888
251,878,-15,1.77682,-7.45335,1.39966,-18.3797
251,1793,11,0.000511,-0.176938,-0.234448,-0.00728026
251,1794,-11,0.000511,-0.0329196,-0.0413856,-0.00245374
252,706,13,0.10566,7.87759,-0.867676,-12.3201
252,707,-13,0.10566,12.831,2.52415,10.087
252,708,13,0.10566,7.87757,-0.86767,-12.3201
252,710,-13,0.10566,12.831,2.52415,10.087
252,711,-13,0.10566,12.831,2.52415,10.087
252,713,13,0.10566,7.87757,-0.86767,-12.3201
252,1202,11,0.000511,-0.103125,0.591036,1.39028
252,1203,-11,0.000511,-0.250119,1.41861,3.30085
253,666,13,0.10566,-24.9068,-14.1894,54.8705
253,667,-13,0.10566,3.84782,5.86135,7.09524
254,457,15,1.77682,26.5098,15.0209,-89.0576
254,458,-15,1.77682,-46.1645,-36.9182,-357.522
254,882,-11,0.000511,-27.5325,-21.6174,-210.506
255,935,13,0.10566,-7.15153,64.0044,-54.9601
255,936,-13,0.10566,4.17627,13.6246,0.0480254
255,937,-13,0.10566,4.17615,13.6242,0.0480295
255,939,13,0.10566,-7.15153,64.0044,-54.9601
255,940,-13,0.10566,4.17611,13.6241,0.048025
255,942,13,0.10566,-7.15153,64.0044,-54.9601
256,176,15,1.77682,5.92403,26.8031,-10.308
256,177,-15,1.77682,-1.0149,-16.2305,-191.009
257,956,13,0.10566,-41.0979,-26.672,-382.681
257,957,-13,0.10566,21.5773,5.62348,-28.293
257,958,-13,0.10566,19.6517,4.40096,-23.7175
257,960,13,0.10566,-40.934,-26.5657,-381.155
257,961,-13,0.10566,19.2994,4.31825,-23.2889
257,963,13,0.10566,-40.934,-26.5657,-381.155
257,1968,11,0.000511,-0.0990535,0.249507,0.0488835
257,1969,-11,0.000511,-0.207993,0.52402,0.108745
257,2048,13,0.10566,-1.20949,0.05795,-18.782
257,2052,13,0.10566,1.18349,-1.01413,21.526
257,2061,11,0.000511,0.0345438,-0.0256287,0.0175327
257,2062,-11,0.000511,0.10104,-0.135828,0.0592504
257,2187,11,0.000511,0.0132434,-0.0882386,0.0801958
258,941,15,1.77682,-11.2434,7.044,-2.82989
258,942,-15,1.77682,-0.231349,-12.4652,-14.1966
258,943,13,0.10566,-23.294,49.0496,-5.4953
258,944,-13,0.10566,31.2096,-27.3719,-4.79666
258,1611,13,0.10566,-1.02379,-1.21855,143.373
258,1824,11,0.000511,0.00464294,0.0162885,-0.0661901
258,1825,-11,0.000511,0.0444303,0.122367,-0.52861
258,2027,-11,0.000511,0.185476,-0.0824688,8.1987
259,744,15,1.77682,0.257028,9.17046,-15.158
259,745,-15,1.77682,9.45418,-5.5996,13.686
259,1417,-11,0.000511,3.56723,-1.44938,4.0003
259,1713,11,0.000511,0.0122131,-0.020002,-1.05116
259,1714,-11,0.000511,0.151432,-0.463895,-27.6686
259,1781,11,0.000511,0.00127488,-0.00227318,-0.000946901
259,1782,-11,0.000511,-0.0285384,-0.00122233,-0.0163096
260,455,13,0.10566,-74.797,-122.17,-225.043
260,456,-13,0.10566,-7.99241,-3.28567,8.94402
260,842,11,0.000511,-0.0853531,0.208288,-14.163
260,843,-11,0.000511,-0.0364593,0.0881415,-5.91697
260,844,-13,0.10566,0.975639,0.362739,8.58257
261,460,15,1.77682,-13.5289,4.44578,14.5074
261,461,-15,1.77682,1.51146,-11.167,3.66721
261,996,11,0.000511,-0.0169707,-0.00656881,3.34659
261,997,-11,0.000511,-0.0552111,0.00913807,25.7738
261,1055,11,0.000511,0.0398031,0.121245,0.414657
261,1056,-11,0.000511,0.0265402,0.134853,0.324171
261,1172,11,0.000511,0.00116957,0.0247124,-0.559267
261,1173,-11,0.000511,-0.000622939,0.0142311,-0.269282
262,943,11,0.000511,18.9788,3.01249,28.127
